offset	bank	bank_offset	address	length	ascii_ratio	high_byte_ratio	entropy	sample_hex	sample_ascii_lossy
0x001432	0x00	0x1432	0x1432	8	0.25	0.25	2.75	11c2cb7f20064806	.... .H.
0x00143B	0x00	0x143B	0x143B	9	0.222	0.444	3.17	c37e04e5c5cd191438	.~......8
0x001445	0x00	0x1445	0x1445	13	0.769	0.231	2.5	c1f378227b227a22c179227822	"..x""{""z"".y""x"""
0x001455	0x00	0x1455	0x1455	13	0.385	0.385	3.7	11c2cb7fca7e0479d6404f78de	.....~.y.@Ox.
0x001463	0x00	0x1463	0x1463	24	0.417	0.333	4.054	47300a79c640280447cd3114c9c5e5d50640cd3114e10140	G0.y.@(.G.1......@.1...@
0x00147C	0x00	0x147C	0x147C	11	0.182	0.545	3.278	095d54e109c118d8f080f5	.]T........
0x001488	0x00	0x1488	0x1488	9	0.111	0.556	2.642	1ac2cdf203cd7e04cd	......~..
0x001492	0x00	0x1492	0x1492	9	0.0	0.778	3.17	15f1cdf203c9f080f5	.........
0x00149C	0x00	0x149C	0x149C	9	0.111	0.556	2.642	1ac2cdf203cd5414cd	......T..
0x0014A6	0x00	0x14A6	0x14A6	9	0.0	0.778	3.17	15f1cdf203c9f080f5	.........
0x0014B0	0x00	0x14B0	0x14B0	9	0.0	0.667	2.642	1ac2cdf203cd8f12cd	.........
0x0014BA	0x00	0x14BA	0x14BA	10	0.0	0.7	3.322	15f1cdf203c9f080f506	..........
0x0014C6	0x00	0x14C6	0x14C6	52	0.327	0.404	5.056	1ac2cdf2031a13b7280d3df53e01cdf203f1cdb66818e8cb4028043e2922af22	"........(.=.>.......h...@(.>)""."".......!9.~. .}..o|."
0x0014FB	0x00	0x14FB	0x14FB	9	0.333	0.444	2.948	670d20f1c9cdeb1420	g. ..... 
0x001527	0x00	0x1527	0x1527	19	0.0	0.789	3.616	c9eaebc2c3d71aeaecc2c3dc1aaf18f1af18f4	...................
0x001547	0x00	0x1547	0x1547	14	0.5	0.214	3.664	045e2356234d44e11a13b72001c9	.^#V#MD.... ..
0x00155F	0x00	0x155F	0x155F	23	0.348	0.478	4.089	29200dafea55c218e7af3dea55c218e0c501b238814f3e	) ...U....=.U......8.O>
0x00158F	0x00	0x158F	0x158F	8	0.5	0.125	3.0	4e3005d63a4f180b	N0..:O..
0x00159C	0x00	0x159C	0x159C	8	0.75	0.125	3.0	7b3003d6394f7922	"{0..9Oy"""
0x0015AD	0x00	0x15AD	0x15AD	8	0.25	0.625	3.0	53c2b7289dc501eb	S..(....
0x0015D1	0x00	0x15D1	0x15D1	10	0.2	0.5	3.322	09c1c34f15368118f4f5	...O.6....
0x0015DC	0x00	0x15DC	0x15DC	12	0.25	0.5	3.585	53c2b72005f1c1c34f1501eb	S.. ....O...
0x0015FC	0x00	0x15FC	0x15FC	13	0.231	0.385	3.7	09c1c34f15f1c6467718f21a13	...O...Fw....
0x001616	0x00	0x1616	0x1616	17	0.529	0.176	3.852	6c284722c34f15d50a036f0a0367c55d54	"l(G"".O....o..g.]T"
0x001628	0x00	0x1628	0x1628	10	0.0	0.8	2.922	f4e8f4e5d5e5d1e1010a	..........
0x001633	0x00	0x1633	0x1633	19	0.211	0.421	3.577	cd9f3acd3a15e80ec1d1c34f150a0303c35515	..:.:......O.....U.
0x001647	0x00	0x1647	0x1647	27	0.222	0.481	4.31	55c2f5d50a6f030a6703c5e5cd3a15c1c1d1f1ea55c2c34f151a13	U....o..g....:......U..O...
0x001663	0x00	0x1663	0x1663	23	0.348	0.217	3.828	64280422c34f15d50a035f0a03570a036f0a0367c5e5c1	"d(."".O...._..W..o..g..."
0x00167B	0x00	0x167B	0x167B	48	0.396	0.458	5.054	f4e8f4e5c5d5cdb239c1c1cd3a15e80ec1d1c34f15f080f53e0ecdf203e54e23	........9...:......O....>.....N#F#*fo< !.< .i`).
0x0016AC	0x00	0x16AC	0x16AC	411	0.324	0.392	4.553	40092a666faf44cb2017cb2017c60e47cdf203cbbccbf44e78e61fcdf20378cb	@.*fo.D. .. ...G.......Nx.....x.?.?.?.?.?..(.G.%.....%.....%..7.
0x001848	0x00	0x1848	0x1848	413	0.327	0.387	4.143	c3e019cd251ada8818cd251a382dcd251a38053ecdc3e019cd251a38053e01c3	....%.....%.8-.%.8.>.....%.8.>.....%.8..%.8.>8...>4...>....>....
0x0019EB	0x00	0x19EB	0x19EB	96	0.385	0.396	5.554	01c2da161be5c56b621109c3cdc014c12b5d54e1c3da16af1b123e0a5d54e1f5	".......kb.......+]T.......>.]T..q#. . . . . ...""s#r.....x..!..#N"
0x001A4E	0x00	0x1A4E	0x1A4E	9	0.444	0.222	3.17	3e04f50a2203f13d20	">...""..= "
0x001A58	0x00	0x1A58	0x1A58	43	0.535	0.256	5.176	2b4d44d5cd683808d1af222222777d694f7c60477bb22825cb3acb1bd5300f3f	"+MD..h8...""""""w}iO|`G{.(%.:...0.?........+. "
0x001A84	0x00	0x1A84	0x1A84	12	0.417	0.25	3.585	e1c1e51e04373f7e17321d20	.....7?~.2. 
0x001A91	0x00	0x1A91	0x1A91	8	0.125	0.625	3.0	e1d118d7e806c967	.......g
0x001A9A	0x00	0x1A9A	0x1A9A	31	0.258	0.548	4.761	eac2cb472802afc9f080f53e1ccdf2037c11b31ad52640e5c967f1c3f2032e	...G(......>....|....&@..g.....
0x001AC2	0x00	0x1AC2	0x1AC2	12	0.083	0.75	3.022	eac2cbcfeaeac22e03cd981a	............
0x001ACF	0x00	0x1ACF	0x1ACF	59	0.254	0.424	4.458	eac2cb8feaeac2c92e066718bc2e096718b72e0c6718b22e0fcd981a7cc92e12	..........g....g....g.......|......|.......g...............
0x001B17	0x00	0x1B17	0x1B17	12	0.417	0.5	2.752	e03ee4e047e0483e1be049cf	.>..G.H>..I.
0x001B2A	0x00	0x1B2A	0x1B2A	14	0.0	0.929	3.664	9ec3b7c8c5d5e5cdec1bc5f081f5	..............
0x001B47	0x00	0x1B47	0x1B47	15	0.067	0.6	3.64	10c2e01b3e11ea1cc0c3e01bf3cf9e	....>..........
0x001B57	0x00	0x1B57	0x1B57	13	0.385	0.462	3.181	3e01ea1cc07bea30c97aea31c9	>....{.0.z.1.
0x001B65	0x00	0x1B65	0x1B65	23	0.565	0.435	3.584	2ec95f79ea2cc978ea2dc97dea2ec97cea2fc97bbd2864	.._y.,.x.-.}...|./.{.(d
0x001B95	0x00	0x1B95	0x1B95	9	0.444	0.444	3.17	34c9bd38022044f3f0	4..8. D..
0x001BA5	0x00	0x1BA5	0x1BA5	23	0.348	0.478	4.056	2136c90e260602cf953e6ecf913e6ecf91f3f1e6014ff0	!6..&....>n..>n......O.
0x001BC7	0x00	0x1BC7	0x1BC7	19	0.316	0.474	3.221	1ac2f53e24ea1ac23e5aea1bc23e7eea1cc2cd	...>$...>Z...>~....
0x001BDB	0x00	0x1BDB	0x1BDB	11	0.0	0.727	2.914	03f1ea1ac2f1cdd503c1cd	...........
0x001BEE	0x00	0x1BEE	0x1BEE	8	0.125	0.625	2.5	03c24fcbbfea03c2	..O.....
0x001C06	0x00	0x1C06	0x1C06	10	0.1	0.7	2.446	03c2b1ea03c278eae8c2	......x...
0x001C11	0x00	0x1C11	0x1C11	15	0.2	0.733	3.774	c9f081f5cdec1bc54d44cfafc16fcd	........MD...o.
0x001C21	0x00	0x1C21	0x1C21	20	0.15	0.7	4.084	1cf1cdd5037dc9f081f5cdec1bc5cfae6f60c1cd	.....}..........o`..
0x001C36	0x00	0x1C36	0x1C36	23	0.13	0.696	4.317	1cf1cdd503c9f081f5cdec1bc5cf72380dafea26c3c1cd	..............r8...&...
0x001C4E	0x00	0x1C4E	0x1C4E	67	0.164	0.627	4.583	1cf1cdd503c93e80ea26c318f0f081f541c5cdec1bf1c54fcf7c1823f081f541	......>..&......A......O.|.#...A......O............r..........s0
0x001C9D	0x00	0x1C9D	0x1C9D	8	0.125	0.625	3.0	1cf1cdd503afc921	.......!
0x001CD1	0x00	0x1CD1	0x1CD1	20	0.2	0.65	4.322	cb9ec9f5c5cd4e1279c1e6b02005afe00ff1d921	......N.y... ......!
0x001CF0	0x00	0x1CF0	0x1CF0	27	0.296	0.407	3.782	112003afe04f3e03cdd5033e3fea1ac23e11ea1bc23e61ea1cc2cd	. ...O>....>?...>....>a....
0x001D0C	0x00	0x1D0C	0x1D0C	14	0.286	0.357	2.95	033e03cdd5033e01cdf203c36040	.>....>.....`@
0x001D20	0x00	0x1D20	0x1D20	15	0.533	0.333	3.457	d5c5e5211ac23601233664233640cd	...!..6.#6d#6@.
0x001D33	0x00	0x1D33	0x1D33	10	0.4	0.3	2.922	ea13c2211ac236012336	...!..6.#6
0x001D4D	0x00	0x1D4D	0x1D4D	17	0.294	0.353	3.41	03c22104c2bec24c1dcd213b11ad1d2101	..!....L..!;...!.
0x001D5F	0x00	0x1D5F	0x1D5F	8	0.375	0.25	3.0	cd2e2311b41d2103	..#...!.
0x001D70	0x00	0x1D70	0x1D70	16	0.188	0.562	3.5	3ae1e521c21de5cd3a15c1c11e07afcd	:..!....:.......
0x001D81	0x00	0x1D81	0x1D81	16	0.188	0.562	3.453	3ac1c521ca1de5cd3a15c1c11e09afcd	:..!....:.......
0x001D92	0x00	0x1D92	0x1D92	18	0.222	0.444	3.837	3ad1d521d01de5cd3a15c1c12e12e50e141e	:..!....:.........
0x001DA5	0x00	0x1DA5	0x1DA5	14	0.429	0.5	3.807	afcd323cc1c3aa1d28b1da29203f	..2<....(..) ?
0x001DB4	0x00	0x1DB4	0x1DB4	13	0.231	0.769	3.239	28c3deddb9deddb7afc3c82921	(..........)!
0x001DD0	0x00	0x1DD0	0x1DD0	8	0.375	0.625	3.0	b1c4dedabd3a2564	.....:%d
0x001DD9	0x00	0x1DD9	0x1DD9	12	0.083	0.417	3.418	f081f53e03cdd5030114021e	...>........
0x001DE6	0x00	0x1DE6	0x1DE6	15	0.133	0.467	3.774	2180c9cd87043e02cdd5030198121e	!.....>........
0x001DF6	0x00	0x1DF6	0x1DF6	13	0.154	0.462	3.239	2107a0cd87043e03cdd50301a0	!.....>......
0x001E06	0x00	0x1E06	0x1E06	13	0.154	0.538	3.393	2194cbcd87043e03cdd50301dc	!.....>......
0x001E16	0x00	0x1E16	0x1E16	12	0.25	0.417	3.252	2134cccd87043e03cdd50301	!4....>.....
0x001E26	0x00	0x1E26	0x1E26	12	0.167	0.5	3.189	2110cdcd8704f1cdd5030132	!..........2
0x001E35	0x00	0x1E35	0x1E35	8	0.25	0.5	3.0	21edc7cd87040164	!......d
0x001E40	0x00	0x1E40	0x1E40	8	0.25	0.5	3.0	2189c7cd8704013c	!......<
0x001E66	0x00	0x1E66	0x1E66	22	0.455	0.318	3.845	2109c3cd8704c9cd213b211ac236052336ac23367a11	!.......!;!..6.#6.#6z.
0x001E83	0x00	0x1E83	0x1E83	23	0.217	0.565	3.936	03cdd91dafea9ac3afea1cc9afea2bc9211ac236182336	..............+.!..6.#6
0x001EA3	0x00	0x1EA3	0x1EA3	19	0.474	0.105	3.642	03211ac236182336242336540e011e013e01cd	.!..6.#6$#6T....>..
0x001EBD	0x00	0x1EBD	0x1EBD	11	0.273	0.545	3.459	2138c9cd87043e01ea9ec3	!8....>....
0x001ED1	0x00	0x1ED1	0x1ED1	21	0.143	0.524	3.821	1cc0b7c2dc1e3e01ea1cc0cd6504c3c81ecd6504af	......>.....e.....e..
0x001EF4	0x00	0x1EF4	0x1EF4	10	0.2	0.4	3.122	3cc3e61e3e05cdf2031e	<...>.....
0x001F02	0x00	0x1F02	0x1F02	15	0.6	0.2	3.323	3a211ac236012336cb2336793e01cd	:!..6.#6.#6y>..
0x001F12	0x00	0x1F12	0x1F12	9	0.444	0.222	2.948	03e5211ac236012336	..!..6.#6
0x001F23	0x00	0x1F23	0x1F23	27	0.407	0.444	4.014	03d5e5d1e1d5211ac2360123364323367aafd1e1cd2836c2451fcd	......!..6.#6C#6z....(6.E..
0x001F4E	0x00	0x1F4E	0x1F4E	19	0.368	0.421	4.037	44c9cd95380ec37db4c29a1f211ac236052336	D...8..}....!..6.#6
0x001F72	0x00	0x1F72	0x1F72	8	0.125	0.375	2.75	153e01ea1ac201f0	.>......
0x001F7B	0x00	0x1F7B	0x1F7B	18	0.111	0.556	3.837	11f088cd95380ec3cd98143e01ea1ac201f0	.....8.....>......
0x001F8E	0x00	0x1F8E	0x1F8E	10	0.2	0.5	3.122	11124a21f088cd9814cd	..J!......
0x001F99	0x00	0x1F99	0x1F99	13	0.154	0.615	3.547	15c9cd95380ec37db4cadd1fcd	....8..}.....
0x001FA7	0x00	0x1FA7	0x1FA7	8	0.125	0.375	2.75	153e01ea1ac201f0	.>......
0x001FB0	0x00	0x1FB0	0x1FB0	16	0.125	0.75	3.703	cd95380ec3d5e5d1e121f088cd9814cd	..8......!......
0x001FC1	0x00	0x1FC1	0x1FC1	18	0.444	0.333	3.684	15211ac2360523369c23367ccd95380ec3cd	.!..6.#6.#6|..8...
0x001FD8	0x00	0x1FD8	0x1FD8	23	0.435	0.435	4.056	cd75380ec3c9cd9538f2c27db4c22820211ac236052336	.u8.....8..}..( !..6.#6
0x002000	0x00	0x2000	0x2000	38	0.158	0.5	4.03	153e01ea1ac201ba0111c08ccd9538f2c2cd98143e01ea1ac201ba0111224b21	".>............8.....>........""K!......"
0x002027	0x00	0x2027	0x2027	13	0.308	0.615	3.547	15c9cd9538f2c27db4ca6b20cd	....8..}..k .
0x002035	0x00	0x2035	0x2035	25	0.12	0.64	4.183	153e01ea1ac201ba01cd9538f2c2d5e5d1e121c08ccd9814cd	.>.........8......!......
0x00204F	0x00	0x204F	0x204F	18	0.444	0.389	3.572	15211ac2360523369c23367ccd9538f2c2cd	.!..6.#6.#6|..8...
0x002066	0x00	0x2066	0x2066	23	0.391	0.522	3.828	cd7538f2c2c9cd9538f2c27db4c2b620211ac236052336	.u8.....8..}... !..6.#6
0x00208E	0x00	0x208E	0x208E	8	0.25	0.25	2.75	153e01ea1ac20150	.>.....P
0x002097	0x00	0x2097	0x2097	18	0.167	0.556	3.837	11a08fcd9538f2c2cd98143e01ea1ac20150	.....8.....>.....P
0x0020AA	0x00	0x20AA	0x20AA	10	0.2	0.5	3.122	11024e21a08fcd9814cd	..N!......
0x0020B5	0x00	0x20B5	0x20B5	10	0.2	0.7	3.322	15c9cd9538f2c27db4ca	....8..}..
0x0020C3	0x00	0x20C3	0x20C3	8	0.25	0.25	2.75	153e01ea1ac20150	.>.....P
0x0020CC	0x00	0x20CC	0x20CC	16	0.125	0.812	3.703	cd9538f2c2d5e5d1e121a08fcd9814cd	..8......!......
0x0020DD	0x00	0x20DD	0x20DD	18	0.444	0.389	3.572	15211ac2360523369c23367ccd9538f2c2cd	.!..6.#6.#6|..8...
0x0020F4	0x00	0x20F4	0x20F4	9	0.444	0.556	3.17	cd7538f2c2c9c57c7d	.u8....|}
0x0020FF	0x00	0x20FF	0x20FF	10	0.4	0.6	3.122	726bafbdd24221e5f5af	rk...B!...
0x00210A	0x00	0x210A	0x210A	26	0.346	0.423	4.21	04bed22121f5cd68380c7e23cdf4370c0203f13cc30921f1c5f5	...!!..h8.~#..7....<..!...
0x00212C	0x00	0x212C	0x212C	37	0.459	0.432	4.649	7d914f7c9847cd68380c09cdf4370cf13cc1e1c30221c1c9e5d5c5cd3d384ccd	}.O|.G.h8....7..<....!......=8L.=8}o&
0x002152	0x00	0x2152	0x2152	13	0.538	0.154	2.931	29295d5429291911a0c4195916	))]T)).....Y.
0x002160	0x00	0x2160	0x2160	12	0.333	0.583	2.855	19c1e5cd4938e5cd3138d1cd	....I8..18..
0x00216D	0x00	0x216D	0x216D	18	0.5	0.5	3.572	20c1c1c1c9e5d5c5cd3d384ccd3d387d6f26	 ........=8L.=8}o&
0x002180	0x00	0x2180	0x2180	13	0.538	0.077	2.931	29295d542929191108c6195916	))]T)).....Y.
0x00218E	0x00	0x218E	0x218E	12	0.333	0.583	2.855	19c1e5cd4938e5cd3138d1cd	....I8..18..
0x00219B	0x00	0x219B	0x219B	8	0.375	0.625	2.406	20c1c1c1c9c57c7d	 .....|}
0x0021A5	0x00	0x21A5	0x21A5	10	0.3	0.7	3.122	726bafbdd2e821e5f5af	rk....!...
0x0021B0	0x00	0x21B0	0x21B0	26	0.308	0.5	4.316	04bed2c721f50a03cd68380c7723cdf4370cf13cc3af21f1c5f5	....!....h8.w#..7..<..!...
0x0021D2	0x00	0x21D2	0x21D2	37	0.459	0.459	4.649	7d914f7c9847cd68380c09cdf4370cf13cc1e1c3a821c1c9e5d5c5cd3d384ccd	}.O|.G.h8....7..<....!......=8L.=8}o&
0x0021F8	0x00	0x21F8	0x21F8	13	0.538	0.154	2.931	29295d5429291911a0c4195916	))]T)).....Y.
0x002206	0x00	0x2206	0x2206	31	0.419	0.548	3.846	19c1e5cd4938e5cd3138d1cda021c1c1c1c9e5d5c5cd3d384ccd3d387d6f26	....I8..18...!........=8L.=8}o&
0x002226	0x00	0x2226	0x2226	13	0.538	0.077	2.931	29295d542929191108c6195916	))]T)).....Y.
0x002234	0x00	0x2234	0x2234	23	0.304	0.565	3.795	19c1e5cd4938e5cd3138d1cda021c1c1c1c91027e80364	....I8..18...!.....'..d
0x002250	0x00	0x2250	0x2250	16	0.375	0.562	3.5	e5c5c5c5c5d5cd68380c7da43cc26f22	".......h8.}.<.o"""
0x002269	0x00	0x2269	0x2269	11	0.545	0.273	3.459	53c277c37f22cd68380c5c	"S.w.."".h8.\"
0x002294	0x00	0x2294	0x2294	19	0.474	0.368	3.722	3acd3138e5212423e5cd3a15c1c1c31e235916	:.18.!$#..:.....#Y.
0x0022AB	0x00	0x22AB	0x22AB	39	0.59	0.282	4.507	7d936f7c9a672911462219cdb137cd43387e3d23b6ca0823cd43384e2346cd31	"}.o|.g).F""...7.C8~=#...#.C8N#F.18..6..#"
0x0022DD	0x00	0x22DD	0x22DD	33	0.485	0.424	4.196	7ee602caee22212723e5cd3a15c1c3f622212923e5cd3a15c1cd43382323cdb1	"~....""!'#..:....""!)#..:...C8##..7"
0x002310	0x00	0x2310	0x2310	22	0.409	0.545	3.293	3acd3138e5212b23e5cd3a15c1c1c1c1c1c1c1c92564	:.18.!+#..:.........%d
0x00232E	0x00	0x232E	0x232E	12	0.667	0.333	3.252	d57da43cca3c234c7d5f79cd	.}.<.<#L}_y.
0x00233B	0x00	0x233B	0x233B	17	0.294	0.647	3.455	3ad1d5cd3a15c1c9e5c5c5c5d5cd25385c	:...:.........%8\
0x002364	0x00	0x2364	0x2364	9	0.333	0.556	2.948	087ecd693bc1d1c1d5	.~.i;....
0x002375	0x00	0x2375	0x2375	9	0.444	0.444	3.17	036e67cdea21d16be5	.ng..!.k.
0x002385	0x00	0x2385	0x2385	13	0.231	0.538	3.085	047ecd0e3dc1c1c1c1c9e52112	.~..=......!.
0x00239D	0x00	0x239D	0x239D	18	0.222	0.667	4.059	aed2db23d5f081f53e01cde403f1d1f56b26	...#....>.......k&
0x0023B3	0x00	0x23B3	0x23B3	11	0.182	0.636	3.459	cd793711ee9a19d5e5d1e1	.y7........
0x0023C3	0x00	0x23C3	0x23C3	9	0.222	0.444	2.948	cd7e04f1cdd503012f	.~....../
0x0023CF	0x00	0x23CF	0x23CF	32	0.281	0.625	4.438	e5cd6838f2d1cd7e04c33924d5f080f53e19cdf20321c85bcdf437f1f1d1f5d5	..h8...~..9$....>....!.[..7.....
0x0023F8	0x00	0x23F8	0x23F8	22	0.5	0.364	3.88	cde636294d44cd6838f3094e2346cd6838f309d101eb	..6)MD.h8..N#F.h8.....
0x002427	0x00	0x2427	0x2427	10	0.3	0.4	3.322	0219e5cd6838f4d1012f	....h8.../
0x002432	0x00	0x2432	0x2432	9	0.222	0.556	2.948	cd7e04f1cdf20321f0	.~.....!.
0x002445	0x00	0x2445	0x2445	21	0.19	0.667	4.107	1dd5f080f53e19cdf203219043cdf437c6f1d1f5d5	.....>....!.C..7.....
0x002463	0x00	0x2463	0x2463	22	0.5	0.364	3.88	cde636294d44cd6838c8094e2346cd6838c809d101c0	..6)MD.h8..N#F.h8.....
0x002484	0x00	0x2484	0x2484	18	0.389	0.556	3.281	cde636d5e5d1e12929295d542919d5e5d1e1	..6....)))]T).....
0x002497	0x00	0x2497	0x2497	10	0.2	0.4	3.322	0219e5cd6838c8d10118	....h8....
0x0024A2	0x00	0x24A2	0x24A2	9	0.222	0.556	2.948	cd7e04f1cdf20321c4	.~.....!.
0x0024AE	0x00	0x24AE	0x24AE	16	0.188	0.688	3.875	c9e5d5f080f53e19cdf203f1d1f56b26	......>.......k&
0x0024BF	0x00	0x24BF	0x24BF	18	0.5	0.222	3.503	5d54292929291911934019e5cd3d38d10111	]T))))...@...=8...
0x0024D2	0x00	0x24D2	0x24D2	24	0.167	0.667	4.054	cd7e04f1cdf203c1c9e5d5f080f53e19cdf203f1d1f56b26	.~............>.......k&
0x0024EB	0x00	0x24EB	0x24EB	20	0.5	0.2	3.984	5d5429294d4429190911c55719e5cd3d38d1010d	]T))MD)....W...=8...
0x002500	0x00	0x2500	0x2500	24	0.417	0.458	4.137	cd7e04f1cdf203c1c9cd65046f2c2dca24257de6f0c22425	.~........e.o,-.$%}...$%
0x002519	0x00	0x2519	0x2519	11	0.273	0.455	2.845	08c2b7c224253e01ea08c2	....$%>....
0x002525	0x00	0x2525	0x2525	24	0.125	0.75	3.439	05c2b7c22f25afea08c2afea07c27dc9d5e5c5c5c5c5c5c5	..../%........}.........
0x00253E	0x00	0x253E	0x253E	8	0.5	0.25	3.0	0c7e23666fc5e511	.~#fo...
0x002547	0x00	0x2547	0x2547	8	0.25	0.5	3.0	01cde6367de1e511	...6}...
0x002550	0x00	0x2550	0x2550	12	0.333	0.5	3.585	01cde6367be1c1e5c5696011	...6{....i`.
0x00259F	0x00	0x259F	0x259F	23	0.478	0.261	4.056	192425cb7c201bcd68380f369223cdf4370fcd68381211	.$%.| ..h8.6.#..7..h8..
0x0025B8	0x00	0x25B8	0x25B8	26	0.308	0.462	4.104	19cdf437120cc3c425c3c725c39825cd6838127db4ca0b260cc5	...7....%..%..%.h8.}...&..
0x0025D3	0x00	0x25D3	0x25D3	19	0.368	0.263	3.932	0d7ecd6838117723cdf437113e01ea1ac20110	.~.h8.w#..7.>......
0x0025ED	0x00	0x25ED	0x25ED	9	0.667	0.111	2.281	2929292911324c19e5	)))).2L..
0x002604	0x00	0x2604	0x2604	8	0.125	0.625	3.0	8819d1cd9814c179	.......y
0x00260D	0x00	0x260D	0x260D	25	0.4	0.32	4.214	06d22026cd68380f369323cdf4370f0cc30b26e1cd06154d44	.. &.h8.6.#..7....&....MD
0x002628	0x00	0x2628	0x2628	8	0.25	0.5	3.0	d5e5d1e169600109	....i`..
0x002631	0x00	0x2631	0x2631	18	0.389	0.5	3.795	cd7e04e810c9c5c5c57db4c26226cd3d3836	.~.......}..b&.=86
0x002644	0x00	0x2644	0x2644	8	0.625	0.375	2.75	23cdab37cd3d3836	#..7.=86
0x00264D	0x00	0x264D	0x264D	8	0.625	0.375	2.75	23cdab37cd3d3836	#..7.=86
0x002656	0x00	0x2656	0x2656	8	0.625	0.375	2.75	23cdab37cd3d3836	#..7.=86
0x002665	0x00	0x2665	0x2665	16	0.562	0.312	3.578	7ce640ca6e26c373260c29c36526c501	|.@.n&.s&.).e&..
0x002677	0x00	0x2677	0x2677	11	0.455	0.273	3.278	2425cb7c28010bc5e52101	$%.|(....!.
0x00268C	0x00	0x268C	0x268C	10	0.3	0.5	3.322	08cdf132c1d1c56b6201	...2...kb.
0x002698	0x00	0x2698	0x2698	9	0.444	0.333	3.17	2425cb7c28010bc5e5	$%.|(....
0x0026A2	0x00	0x26A2	0x26A2	15	0.6	0.333	3.273	06cd4834cd3138232323cd9f37c179	..H4.18###..7.y
0x0026B8	0x00	0x26B8	0x26B8	12	0.167	0.5	3.585	020601cddd33c10dc3b026af	.....3....&.
0x0026D6	0x00	0x26D6	0x26D6	10	0.5	0.5	3.122	e5cd6333c1f1cd313871	..c3...18q
0x0026E1	0x00	0x26E1	0x26E1	79	0.241	0.582	5.109	020608cddd33cd31382bcd9f37f13cc3c426c1c1c1c91ab7ca03271a137723c3	.....3.18+..7.<..&........'..w#..&.w......y...........'..w#..'..
0x00275E	0x00	0x275E	0x275E	21	0.429	0.429	3.88	791dc26627c38127c5d5cd313809cd9f37cd313801	y..f'..'...18...7.18.
0x002778	0x00	0x2778	0x2778	16	0.375	0.562	3.75	0ccd7335d1c1c35f27d1c57bb2ca9027	..s5..._'..{...'
0x00278D	0x00	0x278D	0x278D	23	0.087	0.739	3.708	cd0836c1e1e509d1e5e1e5c1c1c1c9f081f53e03cde403	..6...............>....
0x0027A5	0x00	0x27A5	0x27A5	10	0.1	0.6	3.322	08d5e5d1e12189c90104	.....!....
0x0027C9	0x00	0x27C9	0x27C9	9	0.444	0.444	3.17	33cd9935d2e027210f	3..5..'!.
0x0027FC	0x00	0x27FC	0x27FC	12	0.167	0.5	3.252	0ccdf1323e03cdd5031189c9	...2>.......
0x00280D	0x00	0x280D	0x280D	10	0.1	0.6	3.122	cd0836f1cdd503c901a0	..6.......
0x00281C	0x00	0x281C	0x281C	14	0.214	0.714	3.664	c4cd8704c9e5d5f081f5cd493826	...........I8&
0x002832	0x00	0x2832	0x2832	21	0.333	0.476	3.785	d1cd7937d5e5d1e1d53e03cdd503211ac236052336	..y7.....>....!..6.#6
0x002848	0x00	0x2848	0x2848	15	0.533	0.467	2.866	23367ad1d5d5e5d1e12923232323cd	#6z......)####.
0x002858	0x00	0x2858	0x2858	102	0.451	0.451	4.556	034d44c503030303cd3138e5cd68380cd1cd4421c1d1c5696019232323234d44	.MD......18..h8...D!...i`.####MD.=8..%8..r!....=8....i`s#r.I8...
0x0028BF	0x00	0x28BF	0x28BF	10	0.6	0.3	3.122	0677cd25387e23cd9337	.w.%8~#..7
0x0028CA	0x00	0x28CA	0x28CA	10	0.6	0.3	3.122	0777cd25387e23cd9337	.w.%8~#..7
0x0028D5	0x00	0x28D5	0x28D5	10	0.6	0.3	3.122	0477cd25387e23cd9337	.w.%8~#..7
0x002902	0x00	0x2902	0x2902	11	0.727	0.182	2.914	cd79374d44cd2538094d44	.y7MD.%8.MD
0x002918	0x00	0x2918	0x2918	11	0.364	0.364	3.459	066e67cd18223e02ea9ac3	".ng.."">...."
0x00292E	0x00	0x292E	0x292E	19	0.474	0.316	3.787	097ecd0e3dc1211ac2360523369c23367ce1cd	.~..=.!..6.#6.#6|..
0x002942	0x00	0x2942	0x2942	10	0.0	0.7	2.646	03f1cdd503c1c1c1c91e	..........
0x002964	0x00	0x2964	0x2964	31	0.419	0.516	4.22	dfc26b29c34d291cc34d297bc9d5c5e5c5e5cd2538cd4b29c6025fe1d5e57c	..k).M)..M){.......%8.K).._...|
0x002988	0x00	0x2988	0x2988	11	0.273	0.455	3.459	c296293e14930602cdcf36	..)>......6
0x0029A1	0x00	0x29A1	0x29A1	16	0.312	0.5	4.0	063607d1c1e1d5c579e602c2c6296b26	.6......y....)k&
0x0029C0	0x00	0x29C0	0x29C0	30	0.433	0.433	4.415	046e67cd2128c1d1e5c579e608c2eb29d5211ac236052336da23367ed1d5	.ng.!(....y....).!..6.#6.#6~..
0x0029E9	0x00	0x29E9	0x29E9	23	0.478	0.348	4.056	03d1d53e02ea9ac3211ac23631233609233671d1d56b26	...>....!..61#6.#6q..k&
0x002A28	0x00	0x2A28	0x2A28	12	0.5	0.333	3.085	241923d1cd2e23d12e03e54b	$.#...#....K
0x002A38	0x00	0x2A38	0x2A38	44	0.341	0.545	4.627	077ecd0e3dc1c1c579e601c24e2acd0925e630ca462ac1e1e579e604c25a2acd	.~..=...y...N*..%.0.F*...y...Z*..(....K....!
